module,file,line,visibility,name,class,prerequisites,improvable,signature_head
detour_crowd,src/detour_crowd/path_corridor.zig,491,pub,mergeCorridorStartMoved,C,public helper; needs enclosing-stage context,maybe,pub fn mergeCorridorStartMoved(path: []PolyRef; npath: usize; max_path: usize; visited: []
detour_crowd,src/detour_crowd/path_corridor.zig,551,priv,mergeCorridorEndMoved,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn mergeCorridorEndMoved(path: []PolyRef; npath: usize; max_path: usize; visited: []const 
detour_crowd,src/detour_crowd/path_corridor.zig,589,priv,mergeCorridorStartShortcut,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn mergeCorridorStartShortcut(path: []PolyRef; npath: usize; max_path: usize; visited: []c
detour_crowd,src/detour_crowd/path_queue.zig,45,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(
detour_crowd,src/detour_crowd/path_queue.zig,83,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
detour_crowd,src/detour_crowd/path_queue.zig,93,pub,update,D,lifecycle/dispatch or allocator-driven state,no, pub fn update(self: *Self; max_iters: usize) void 
detour_crowd,src/detour_crowd/path_queue.zig,150,pub,request,C,public helper; needs enclosing-stage context,maybe, pub fn request(
detour_crowd,src/detour_crowd/path_queue.zig,194,pub,getRequestStatus,D,lifecycle/dispatch or allocator-driven state,no, pub fn getRequestStatus(self: *const Self; ref: PathQueueRef) Status 
detour_crowd,src/detour_crowd/path_queue.zig,204,pub,getPathResult,D,lifecycle/dispatch or allocator-driven state,no, pub fn getPathResult(
detour_crowd,src/detour_crowd/path_queue.zig,230,pub,getNavQuery,D,lifecycle/dispatch or allocator-driven state,no, pub fn getNavQuery(self: *const Self) *const NavMeshQuery 
detour_crowd,src/detour_crowd/proximity_grid.zig,28,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(allocator: std.mem.Allocator; pool_size: usize; cell_size: f32) !Self 
detour_crowd,src/detour_crowd/proximity_grid.zig,57,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
detour_crowd,src/detour_crowd/proximity_grid.zig,63,pub,clear,C,public helper; needs enclosing-stage context,maybe, pub fn clear(self: *Self) void 
detour_crowd,src/detour_crowd/proximity_grid.zig,73,pub,addItem,D,lifecycle/dispatch or allocator-driven state,no, pub fn addItem(self: *Self; id: u16; minx: f32; miny: f32; maxx: f32; maxy: f32) void 
detour_crowd,src/detour_crowd/proximity_grid.zig,104,pub,queryItems,C,public helper; needs enclosing-stage context,maybe, pub fn queryItems(
detour_crowd,src/detour_crowd/proximity_grid.zig,156,pub,getItemCountAt,D,lifecycle/dispatch or allocator-driven state,no, pub fn getItemCountAt(self: *const Self; x: i32; y: i32) usize 
detour_crowd,src/detour_crowd/proximity_grid.zig,174,pub,getBounds,D,lifecycle/dispatch or allocator-driven state,no, pub fn getBounds(self: *const Self) *const [4]i32 
detour_crowd,src/detour_crowd/proximity_grid.zig,179,pub,getCellSize,D,lifecycle/dispatch or allocator-driven state,no, pub fn getCellSize(self: *const Self) f32 
