scenario,zone,layer,metric,n_zig,n_cpp,median_zig_ns,median_cpp_ns,ratio_median,ci_lo,ci_hi,cv_zig_pct,cv_cpp_pct,verdict
crowd_baseline_25_oa_low,crowd_path_queue_update,crowd,mean_ns,15,15,306.0,333.0,0.918918918918919,0.8392370572207084,0.9329268292682927,2.5653539865574824,7.30581491188648,FASTER
crowd_baseline_25_oa_low,crowd_steering_separation,crowd,mean_ns,15,15,228.0,235.0,0.9702127659574468,0.8862745098039215,0.9829787234042553,2.2504348195404873,8.012392064608456,FASTER
crowd_baseline_25_oa_low,crowd_topology_opt,crowd,mean_ns,15,15,681.0,880.0,0.7738636363636363,0.7037037037037037,0.803409090909091,4.201522130799502,11.156020686822913,FASTER
crowd_baseline_25_oa_low,crowd_update_move_request,crowd,mean_ns,15,15,603.0,737.0,0.8181818181818182,0.7408312958435208,0.8321870701513068,3.472035494867357,8.251136388113837,FASTER
crowd_baseline_25_oa_low,crowd_update_total,crowd,mean_ns,15,15,43292.0,56884.0,0.7610575908867169,0.7103562796968252,0.7795630396926557,2.1074502563573083,7.042628193418758,FASTER
crowd_baseline_25_oa_low,crowd_velocity_planning_oa,crowd,mean_ns,15,15,2346.0,3931.0,0.5967947087255151,0.5559473436765398,0.6079545454545454,4.257723620641638,7.211466179743778,FASTER
crowd_baseline_25_oa_low,dtFindLocalNeighbourhood,crowd,mean_ns,15,15,138.0,146.0,0.9452054794520548,0.8974358974358975,0.9790209790209791,3.3736401992707,9.221900158828662,FASTER
crowd_baseline_25_oa_low,dtFindStraightPath,crowd,mean_ns,15,15,298.0,332.0,0.8975903614457831,0.8186813186813187,0.9090909090909091,2.9164510903538976,10.816735453207258,FASTER
crowd_baseline_25_oa_low,dtGetPolyHeight,crowd,mean_ns,15,15,62.0,56.0,1.1071428571428572,0.9838709677419355,1.1454545454545455,4.502228211214979,13.458272312058767,tie(noise)
crowd_baseline_25_oa_low,dtGetPolyWallSegments,crowd,mean_ns,15,15,37.0,46.0,0.8043478260869565,0.7551020408163265,0.8260869565217391,5.2801535894429374,7.500586006173493,FASTER
crowd_baseline_25_oa_low,dtInitSlicedFindPath,crowd,mean_ns,15,15,51.0,44.0,1.1590909090909092,1.0612244897959184,1.2439024390243902,5.4220056693049745,22.928595474454234,SLOWER
crowd_baseline_25_oa_low,dtIsValidPolyRef,crowd,mean_ns,15,15,28.0,19.0,1.4736842105263157,1.4736842105263157,1.5555555555555556,1.5755937246343943,6.809535072469617,SLOWER
crowd_baseline_25_oa_low,dtMoveAlongSurface,crowd,mean_ns,15,15,56.0,55.0,1.018181818181818,0.9491525423728814,1.0555555555555556,3.5400975311079566,6.968027363749646,tie(noise)
crowd_baseline_25_oa_low,dtRaycast,crowd,mean_ns,15,15,207.0,297.0,0.696969696969697,0.6591639871382636,0.71875,2.030663180933204,5.715453087346261,FASTER
